Sample_pk,State,Year,Month,Day,Site,Commo_code,Source_ID,Variety,Origin,Country_Code,Distrib_Type,Commo_Type,Claim,Quantity,Growst_Stcode,Packer_Stcode,Distrib_Stcode
6422,CA,22,11,7,669,PE, ,Danjou,1,,T,FR,NC,10,,,OR
6423,CA,22,12,5,10,PE, ,Bartlett,1,,H,FR,NC,11,,,OR
6424,CA,22,12,5,136,PE, ,Gold Bosc,1,,H,FR,NC,14,,WA,
6425,CA,22,12,5,185,PE,A,Red Danjou,1,,H,FR,NC,13,,WA,CA
6426,CA,22,12,5,185,PE,B,Green Danjou,1,,H,FR,NC,13,,,WA
6427,CA,22,12,5,277,PE, ,Bartlett,1,,H,FR,NC,10,,WA,WA
6428,CA,22,12,5,469,PE,A,Danjou,1,,L,FR,NC,12,,WA,
6429,CA,22,12,5,469,PE,B,Bosc,1,,L,FR,NC,11,,,WA
6430,CA,22,12,5,533,PE, ,Green Bartlett,1,,R,FR,NC,13,,WA,WA
6431,CA,22,12,5,609,PE, ,Bartlett,1,,H,FR,NC,8,,,WA
6432,CA,22,12,5,613,PE, ,Danjou,1,,H,FR,NC,11,,,WA
6433,CA,22,12,5,639,PE, ,Danjou,1,,F,FR,NC,9,,,WA
6434,CA,22,12,5,677,PE,P,Bartlett,1,,R,FR,NC,10,,,OR
6435,CA,22,12,5,693,PE, ,Bartlett,1,,F,FR,NC,12,,,WA
6436,CO,22,1,10,9,PE, ,Bartlett,1,,D,FR,NC,9,,,OR
6437,CO,22,1,10,17,PE, ,Bosc,1,,D,FR,NC,14,,,WA
6438,CO,22,2,14,6,PE, ,Danjou,1,,D,FR,NC,13,,,WA
6439,CO,22,2,14,8,PE, ,Danjou,1,,D,FR,NC,10,,OR,CO
6440,CO,22,3,14,7,PE, ,Danjou,1,,D,FR,NC,11,,,CO
6441,CO,22,3,14,9,PE, ,Danjou,1,,D,FR,NC,10,,,CO
6442,CO,22,4,11,9,PE, ,Danjou,1,,D,FR,NC,8,,,CO
6443,CO,22,4,11,17,PE, ,Bosc,1,,D,FR,NC,14,,,WA
6444,CO,22,5,9,6,PE, ,Danjou,1,,D,FR,NC,13,,WA,CO
6445,CO,22,5,9,9,PE, ,Bartlett,2,150,D,FR,NC,10,,,CO
6446,CO,22,6,13,7,PE, ,Bosc,2,150,D,FR,NC,14,,,CO
6447,CO,22,6,13,8,PE, ,Danjou,1,,D,FR,NC,12,,OR,WA
6448,CO,22,7,11,6,PE, ,Danjou,1,,D,FR,NC,10,,,WA
6449,CO,22,7,11,8,PE, ,Danjou,1,,D,FR,NC,14,,,TX
6450,CO,22,8,8,5,PE, ,Bartlett,1,,D,FR,NC,13,,CA,CO
6451,CO,22,8,8,7,PE, ,Anjou,1,,D,FR,NC,16,,,OH
6452,CO,22,9,12,9,PE, ,Bartlett,1,,D,FR,NC,12,,,OR
6453,CO,22,9,12,17,PE, ,Bartlett,1,,D,FR,NC,12,,CA,CO
6454,CO,22,10,10,5,PE, ,Bartlett,1,,D,FR,NC,12,,CA,CO
6455,CO,22,10,10,7,PE, ,Bartlett,1,,D,FR,NC,11,,WA,CO
6456,CO,22,11,14,7,PE, ,Bartlett,1,,D,FR,NC,12,,,CO
6457,CO,22,11,14,9,PE, ,Bartlett,1,,D,FR,NC,12,,,CO
6458,CO,22,12,12,6,PE, ,Bartlett,1,,D,FR,NC,13,,WA,WA
6459,CO,22,12,12,9,PE, ,Bartlett,1,,D,FR,NC,10,,,CO
6460,FL,22,1,10,9,PE, ,Red Anjou,1,,D,FR,NC,9,,,WA
6461,FL,22,1,10,9,PE,P,Bartlett,1,,R,FR,NC,11,,,
6462,FL,22,1,10,20,PE,A,Bosc,1,,H,FR,NC,12,,WA,
6463,FL,22,1,10,20,PE,B,Danjou,1,,H,FR,NC,10,,,
6464,FL,22,1,10,40,PE, ,Danjou,1,,H,FR,NC,12,,,TX
6465,FL,22,1,10,49,PE, ,Danjou,1,,H,FR,NC,14,,WA,
6466,FL,22,1,10,79,PE, ,D Anjou,1,,H,FR,NC,15,,WA,WA
6467,FL,22,2,14,9,PE, ,Bosc,1,,D,FR,NC,9,,,WA
6468,FL,22,2,14,56,PE, ,Danjou Pears,1,,D,FR,NC,12,,,WA
6469,FL,22,2,14,60,PE, ,Bosc,1,,H,FR,NC,8,,,WA
6470,FL,22,2,14,68,PE, ,Danjou,1,,H,FR,NC,14,,,WA
6471,FL,22,2,14,80,PE,P,Bartlett,1,,R,FR,NC,11,,,WA
6472,FL,22,2,14,85,PE,P,Bartlett,1,,R,FR,NC,9,,,
6473,FL,22,2,14,96,PE,P,Bartlett,1,,R,FR,NC,9,,,WA
6474,FL,22,3,14,2,PE,P,Bartlett,1,,R,FR,NC,10,,,WA
6475,FL,22,3,14,20,PE,P,Anjou,1,,R,FR,NC,10,,,WA
6476,FL,22,3,14,52,PE, ,Danjou,1,,H,FR,NC,12,,,TX
6477,FL,22,3,14,73,PE, ,Danjou,1,,H,FR,NC,15,,,WA
6478,FL,22,3,14,80,PE,P,Danjou,1,,R,FR,NC,11,,,
6479,FL,22,3,14,87,PE,P,Danjou,1,,R,FR,NC,10,,,
6480,FL,22,3,14,98,PE,P,Bartlett,1,,R,FR,NC,12,,,OR
6481,FL,22,4,11,48,PE,P,Bartlett (Williams),2,150,R,FR,NC,14,,,
6482,FL,22,4,11,79,PE, ,Danjou,1,,H,FR,NC,13,,,WA
6483,FL,22,4,11,89,PE, ,Williams/Bartlett,2,150,H,FR,NC,15,,,
6484,FL,22,4,11,91,PE,A,Red Danjou,1,,D,FR,NC,10,,WA,WA
6485,FL,22,4,11,91,PE,B,Bartlett / Williams,2,150,D,FR,NC,9,,,
6486,FL,22,4,12,7,PE, ,D Anjou,1,,D,FR,NC,7,,,WA
6487,FL,22,4,12,40,PE,P,D Anjou,1,,R,FR,NC,11,,OR,WA
6488,FL,22,5,9,9,PE, ,Bartlett,2,150,D,FR,NC,11,,,
6489,FL,22,5,9,56,PE, ,Bosc,1,,D,FR,NC,11,,,
6490,FL,22,5,9,60,PE, ,Williams Bartlett,2,150,H,FR,NC,10,,,
6491,FL,22,5,9,68,PE, ,Danjou,1,,H,FR,NC,14,,,WA
6492,FL,22,5,9,80,PE,P,Bartlett,2,150,R,FR,NC,12,,,
6493,FL,22,5,9,85,PE,P,Green Pears,2,150,R,FR,NC,11,,,
6494,FL,22,5,9,94,PE,P,Anjou,1,,R,FR,NC,10,,,WA
6495,FL,22,6,13,58,PE, ,Danjou,1,,L,FR,NC,9,,,WA
6496,FL,22,6,13,80,PE,P,Green Autum Bartlett,2,150,R,FR,NC,11,,,
6497,FL,22,6,13,91,PE,A,Red Anjou,1,,D,FR,NC,10,,WA,
6498,FL,22,6,13,91,PE,B,Bartlett,2,150,D,FR,NC,8,,,
6499,FL,22,6,13,93,PE, ,Anjou,1,,D,FR,NC,13,,,
6500,FL,22,6,13,95,PE,P,Anjou,1,,R,FR,NC,12,,,WA
6501,FL,22,6,20,87,PE,P,Anjou,1,,R,FR,NC,12,,,WA
6502,FL,22,7,11,9,PE,P,Bartlett,2,150,R,FR,NC,15,,,
6503,FL,22,7,11,20,PE,A,Red Anjou,1,,H,FR,NC,7,,OR,WA
6504,FL,22,7,11,20,PE,B,D Anjou,1,,H,FR,NC,10,,OR,
6505,FL,22,7,11,40,PE, ,Danjou,2,150,H,FR,NC,12,,,TX
6506,FL,22,7,11,49,PE,P,Anjou,1,,R,FR,NC,12,,,
6507,FL,22,7,11,60,PE, ,Packhams,2,275,H,FR,NC,9,,,
6508,FL,22,7,11,79,PE,P,Anjou,1,,R,FR,NC,12,,,WA
6509,FL,22,8,8,65,PE, ,Danjou,1,,H,FR,NC,13,,WA,
6510,FL,22,8,8,68,PE, ,Danjou,1,,H,FR,NC,12,,WA,WA
6511,FL,22,8,8,80,PE,P,Bartlett,2,150,R,FR,NC,12,,,
6512,FL,22,8,8,83,PE, ,Danjou,1,,L,FR,NC,16,,,
6513,FL,22,8,8,96,PE,P,Anjou,1,,R,FR,NC,8,,,WA
6514,FL,22,8,9,7,PE, ,Bartlett,1,,D,FR,NC,10,,,CA
6515,FL,22,8,9,56,PE, ,Golden Bosc,1,,D,FR,NC,10,,,CA
6516,FL,22,9,12,29,PE, ,Red,1,,D,FR,NC,11,,,CA
6517,FL,22,9,12,55,PE,P,Bartlett,1,,R,FR,NC,12,,,
6518,FL,22,9,12,73,PE,P,Bartlett,1,,R,FR,NC,9,,,CA
6519,FL,22,9,12,76,PE,P,Bartlett,1,,R,FR,NC,6,,,
6520,FL,22,9,12,80,PE,P,Bosc,1,,R,FR,NC,15,,,AR
6521,FL,22,9,12,84,PE,P,Bartlett,1,,R,FR,NC,15,,OR,AR
6522,FL,22,9,12,98,PE, ,Bartlett,1,,D,FR,NC,13,,WA,WA
6523,FL,22,10,10,9,PE, ,Bartlett,1,,D,FR,PO,12,,,CA
6524,FL,22,10,10,40,PE,P,Bartlett,1,,R,FR,NC,14,,,
6525,FL,22,10,10,79,PE,P,Bartlett,1,,R,FR,PO,13,,,WA
6526,FL,22,10,10,88,PE,P,Bartlett,1,,R,FR,NC,10,,,WA
6527,FL,22,10,10,89,PE, ,Bartlett,1,,H,FR,PO,14,,,WA
6528,FL,22,10,10,91,PE,A,Starkrimson,1,,D,FR,NC,8,,,OR
6529,FL,22,10,10,91,PE,B,Bartlett,1,,D,FR,NC,12,,,OR
6530,FL,22,11,14,60,PE, ,Danjou,1,,H,FR,NC,7,,WA,WA
6531,FL,22,11,14,68,PE, ,Bartlett,1,,H,FR,NC,12,,,OR
6532,FL,22,11,14,74,PE,P,Bartlett,1,,R,FR,NC,13,,,WA
6533,FL,22,11,14,80,PE,P,Bartlett,1,,R,FR,PO,14,,,WA
6534,FL,22,11,14,85,PE,P,Bartlett,1,,R,FR,NC,9,,,WA
6535,FL,22,11,15,7,PE, ,Red Danjou,1,,D,FR,NC,8,,,
6536,FL,22,11,15,9,PE, ,Bartlett,1,,D,FR,NC,8,,,
6537,FL,22,12,12,19,PE, ,Bartlett,1,,H,FR,NC,8,,,WA
6538,FL,22,12,12,52,PE, ,Danjou,1,,H,FR,NC,11,,,TX
6539,FL,22,12,12,62,PE,P,D Anjou,1,,R,FR,NC,18,,WA,AR
6540,FL,22,12,12,80,PE,P,Bosc,1,,R,FR,NC,14,,WA,AR
6541,FL,22,12,12,98,PE, ,Danjou,1,,D,FR,NC,13,,,WA
6542,FL,22,12,13,66,PE, ,Bosc,1,,D,FR,NC,8,,,WA
6543,FL,22,12,13,76,PE,P,Anjou,1,,R,FR,NC,8,,,
6544,MD,22,1,10,28,PE,P,Bosc,1,,R,FR,NC,15,,,WA
6545,MD,22,1,10,33,PE,P,Red,1,,R,FR,NC,11,,,MD
6546,MD,22,1,12,5,PE, ,Danjou,1,,D,FR,NC,12,,,MD
6547,MD,22,1,12,36,PE, ,D Anjou,1,,T,FR,NC,13,,,WA
6548,MD,22,2,14,1,PE, ,Danjou,1,,D,FR,NC,11,,,OR
6549,MD,22,2,14,33,PE, ,Danjou,1,,T,FR,NC,11,,,WA
6550,MD,22,2,16,5,PE, ,Bosc,1,,D,FR,NC,18,,WA,
6551,MD,22,2,16,42,PE, ,Bartlett,1,,D,FR,NC,13,,,WA
6552,MD,22,3,14,28,PE, ,Bartlett,2,150,T,FR,NC,12,,,FL
6553,MD,22,3,14,33,PE, ,Danjou,1,,T,FR,NC,12,,WA,
6554,MD,22,3,16,1,PE, ,Bosc,1,,D,FR,NC,11,,WA,
6555,MD,22,3,16,42,PE, ,Bartlett,2,150,D,FR,NC,12,,,
6556,MD,22,4,11,1,PE, ,Bartlett,2,150,D,FR,NC,9,,,
6557,MD,22,4,11,36,PE, ,Bartlett,2,150,T,FR,NC,12,,,
6558,MD,22,4,13,36,PE, ,Bartlett Green,2,150,T,FR,NC,13,,,
6559,MD,22,4,13,42,PE, ,N/A,2,275,D,FR,NC,12,,,
6560,MD,22,5,9,33,PE, ,Danjou,2,275,T,FR,NC,12,,,
6561,MD,22,5,9,36,PE, ,Autumn Bartlett,2,150,T,FR,NC,11,,,
6562,MD,22,5,11,1,PE, ,Bartlett,2,150,D,FR,NC,8,,,
6563,MD,22,5,11,42,PE, ,Bartlett,2,275,D,FR,NC,8,,,MD
6564,MD,22,6,13,1,PE, ,Autumn Bartlett,2,150,D,FR,NC,8,,,
6565,MD,22,6,13,36,PE, ,Autumn Bartlett,2,150,T,FR,NC,10,,,
6566,MD,22,6,15,42,PE, ,N/A,2,275,D,FR,NC,12,,,
6567,MD,22,6,15,51,PE,P,Barette,2,150,R,FR,NC,11,,,
6568,MD,22,7,11,28,PE, ,Autumn Bartlett,2,150,T,FR,NC,11,,,
6569,MD,22,7,11,36,PE, ,Danjou,1,,T,FR,NC,9,,,OR
6570,MD,22,7,13,1,PE, ,Bartlett,2,150,D,FR,NC,9,,,
6571,MD,22,7,13,36,PE, ,Danjou,1,,T,FR,NC,10,,,OR
6572,MD,22,8,8,1,PE, ,Danjou,1,,D,FR,NC,10,,WA,MD
6573,MD,22,8,8,36,PE, ,Bartlett,1,,T,FR,NC,9,,CA,
6574,MD,22,8,10,1,PE, ,Bartlett,2,275,D,FR,NC,10,,,
6575,MD,22,8,10,42,PE, ,Bartlett,2,150,D,FR,NC,13,,,
6576,MD,22,9,12,1,PE, ,Bartlett,1,,D,FR,NC,10,,,CA
6577,MD,22,9,12,36,PE, ,Bartlett,1,,T,FR,NC,9,,CA,MD
6578,MD,22,9,14,5,PE, ,Bartlett,1,,D,FR,NC,12,,,MA
6579,MD,22,9,14,42,PE, ,Mountain Bartlett,1,,D,FR,NC,11,,,MD
6580,MD,22,10,11,33,PE, ,Bartlett,1,,T,FR,NC,13,,,MD
6581,MD,22,10,11,36,PE, ,Bartlett,1,,T,FR,NC,10,,CA,
6582,MD,22,10,12,5,PE, ,Bartlett,1,,D,FR,NC,12,,,MD
6583,MD,22,10,12,42,PE, ,Bartlett,1,,D,FR,NC,13,,,WA
6584,MD,22,11,14,28,PE, ,Bartlett,1,,T,FR,NC,10,,,MD
6585,MD,22,11,14,36,PE, ,Danjou,1,,T,FR,NC,12,,,OR
6586,MD,22,11,16,1,PE, ,Bartlett,1,,D,FR,NC,11,,WA,
6587,MD,22,11,16,48,PE,P,Danjou,1,,R,FR,NC,16,,,WA
6588,MD,22,12,12,1,PE, ,Bartlett,1,,D,FR,NC,11,,,MD
6589,MD,22,12,12,28,PE, ,Bartlett,1,,T,FR,NC,10,,,OR
6590,MD,22,12,14,5,PE, ,Green Danjou,1,,D,FR,NC,16,,WA,WA
6591,MD,22,12,14,42,PE, ,Bartlett,1,,D,FR,NC,12,,,OR
6592,MI,22,1,11,6,PE, ,Danjou,1,,D,FR,NC,17,,,WA
6593,MI,22,1,11,7,PE, ,Bartlett,1,,D,FR,NC,9,,,OR
6594,MI,22,1,11,21,PE, ,Bartlett,1,,D,FR,NC,10,,,WA
6595,MI,22,1,11,38,PE, ,D Anjou,1,,T,FR,NC,9,,,WA
6596,MI,22,1,11,95,PE, ,Bartlett,1,,D,FR,NC,9,,,OR
6597,MI,22,1,11,103,PE, ,Bartlett,1,,D,FR,NC,11,,,WA
6598,MI,22,2,15,7,PE, ,Bartlett,1,,D,FR,NC,8,,,OR
6599,MI,22,2,15,8,PE, ,Bartlett,1,,D,FR,NC,10,,WA,
6600,MI,22,2,15,50,PE, ,Danjou,1,,D,FR,NC,13,,WA,
6601,MI,22,2,15,56,PE, ,Anjou,1,,D,FR,NC,14,WA,,
6602,MI,22,2,15,84,PE, ,Green Danjou,1,,D,FR,NC,16,,,WA
6603,MI,22,2,15,95,PE, ,Danjou,1,,D,FR,NC,9,,,WA
6604,MI,22,3,15,6,PE, ,Danjou,1,,D,FR,NC,17,,,WA
6605,MI,22,3,15,38,PE, ,Bartlett,2,275,T,FR,NC,16,,,
6606,MI,22,3,15,47,PE, ,Bartlett,1,,R,FR,NC,9,,,IN
6607,MI,22,3,15,50,PE, ,Anjou,1,,D,FR,NC,13,,WA,
6608,MI,22,3,15,56,PE, ,Bartlett,1,,D,FR,NC,8,WA,WA,WA
6609,MI,22,3,15,84,PE, ,Danjou,1,,D,FR,NC,15,WA,WA,WA
6610,MI,22,4,12,5,PE, ,Bartlett,2,150,D,FR,NC,10,,,
6611,MI,22,4,12,8,PE, ,Danjou,1,,D,FR,NC,7,,,WA
6612,MI,22,4,12,30,PE, ,Bartlett,2,150,D,FR,NC,8,,,
6613,MI,22,4,12,95,PE, ,Bartlett,2,150,D,FR,NC,9,,,
6614,MI,22,4,12,102,PE, ,D Anjou,1,,D,FR,NC,13,,WA,
6615,MI,22,4,12,107,PE, ,Bartlett,1,,R,FR,NC,11,,,IN
6616,MI,22,5,10,7,PE, ,Bartlett,2,150,D,FR,NC,8,,,
6617,MI,22,5,10,47,PE, ,Bartlett,2,150,R,FR,NC,12,,,IN
6618,MI,22,5,10,56,PE, ,Danjou,1,,D,FR,NC,7,,,WA
6619,MI,22,5,10,84,PE, ,Danjou,1,,D,FR,NC,15,,WA,
6620,MI,22,5,10,102,PE, ,D Anjou,1,,D,FR,NC,13,,,WA
6621,MI,22,5,10,107,PE, ,D Anjou,1,,R,FR,NC,14,,,CA
6622,MI,22,6,14,5,PE, ,Bartlett,2,150,D,FR,NC,12,,,
6623,MI,22,6,14,45,PE, ,D Anjou,1,,D,FR,NC,10,,,OR
6624,MI,22,6,14,46,PE, ,Danjou,1,,T,FR,NC,9,,,OR
6625,MI,22,6,14,47,PE, ,Danjou,1,,R,FR,NC,13,,,CA
6626,MI,22,6,14,50,PE, ,Danjou,1,,D,FR,NC,12,,,WA
6627,MI,22,6,14,87,PE, ,D Anjou,1,,D,FR,NC,10,,,OR
6628,MI,22,7,12,5,PE, ,Danjou,1,,D,FR,NC,10,,,OR
6629,MI,22,7,12,7,PE, ,Autumn Bartlett,2,150,D,FR,NC,8,,,
6630,MI,22,7,12,21,PE, ,Bartlett,2,150,D,FR,NC,11,,NJ,MN
6631,MI,22,7,12,38,PE, ,Na,2,150,T,FR,NC,9,,,
6632,MI,22,7,12,88,PE, ,Anjou,1,,D,FR,NC,9,,,
6633,MI,22,7,12,106,PE, ,D Anjou,1,,D,FR,NC,9,,,OR
6634,MI,22,8,9,5,PE, ,Bartlett,1,,D,FR,NC,12,,,CA
6635,MI,22,8,9,7,PE, ,Golden Bosc,1,,D,FR,NC,9,,,CA
6636,MI,22,8,9,21,PE, ,Bartlett,1,,D,FR,NC,9,,,CA
6637,MI,22,8,9,30,PE, ,Bartlett,1,,D,FR,NC,8,,CA,
6638,MI,22,8,9,95,PE, ,Bartlett,1,,D,FR,NC,9,,CA,
6639,MI,22,8,9,107,PE, ,Bartlett,1,,R,FR,NC,14,,,CA
6640,MI,22,9,13,5,PE, ,Bartlett,1,,D,FR,NC,13,,,OR
6641,MI,22,9,13,8,PE, ,Bartlett,1,,D,FR,NC,10,,,WA
6642,MI,22,9,13,21,PE, ,Golden Bosc,1,,D,FR,NC,9,,,CA
6643,MI,22,9,13,56,PE, ,Bartlett,1,,D,FR,NC,9,,,WA
6644,MI,22,9,13,84,PE, ,Bartlett,1,,D,FR,NC,15,,,WA
6645,MI,22,9,13,107,PE, ,Bartlett Pears,1,,R,FR,NC,13,,,
6646,MI,22,10,11,5,PE, ,Bartlett,1,,D,FR,NC,13,,,OR
6647,MI,22,10,11,7,PE, ,Bartlett,1,,D,FR,NC,8,,,WA
6648,MI,22,10,11,21,PE, ,Bartlett,1,,D,FR,NC,12,WA,,WA
6649,MI,22,10,11,103,PE, ,Red,1,,D,FR,NC,14,,,CA
6650,MI,22,10,12,88,PE,A,Bartlett,1,,D,FR,NC,13,,WA,
6651,MI,22,10,12,88,PE,B,Bartlett,1,,D,FR,NC,14,,,OR
6652,MI,22,11,15,5,PE, ,Barlett,1,,D,FR,NC,13,,,OR
6653,MI,22,11,15,8,PE, ,Danjou,1,,D,FR,NC,7,,,WA
6654,MI,22,11,15,30,PE, ,Bartlett,1,,D,FR,NC,9,,,WA
6655,MI,22,11,15,56,PE, ,Bartlett,1,,D,FR,NC,9,,WA,
6656,MI,22,11,15,84,PE, ,Bartlett,1,,D,FR,NC,15,,WA,
6657,MI,22,11,15,106,PE, ,Starkrimson,1,,D,FR,NC,9,,,OR
6658,MI,22,12,13,7,PE, ,Bartlett,1,,D,FR,NC,9,,,OR
6659,MI,22,12,13,47,PE, ,Danjou,1,,R,FR,NC,14,,WA,WA
6660,MI,22,12,13,50,PE, ,Bartlett,1,,D,FR,NC,12,,,OR
6661,MI,22,12,13,87,PE, ,D Anjou,1,,D,FR,NC,9,,,OR
6662,MI,22,12,13,88,PE, ,Gold Bosc,1,,D,FR,NC,13,,,OR
6663,MI,22,12,13,95,PE, ,Danjou,1,,D,FR,NC,8,,WA,WA
6664,NY,22,1,4,15,PE, ,Danjou,1,,D,FR,NC,12,,,WA
6665,NY,22,1,4,36,PE, ,Bartlett,1,,H,FR,NC,12,,,WA
6666,NY,22,1,4,68,PE, ,Bosc,1,,T,FR,NC,12,,,OR
6667,NY,22,1,4,79,PE, ,Danjou,1,,D,FR,NC,9,OR,OR,OR
6668,NY,22,1,4,128,PE, ,Danjou,1,,D,FR,NC,16,,,WA
6669,NY,22,1,4,258,PE, ,Bartlett,1,,D,FR,NC,9,,WA,
6670,NY,22,1,4,269,PE, ,Danjou,1,,D,FR,NC,14,,,OR
6671,NY,22,1,4,274,PE, ,Bosc,1,,T,FR,NC,13,NY,,
6672,NY,22,1,4,303,PE, ,Danjou,1,,L,FR,NC,9,,,WA
6673,NY,22,2,8,31,PE, ,Danjou,1,,D,FR,NC,12,WA,,
6674,NY,22,2,8,36,PE, ,Danjou,1,,H,FR,NC,12,WA,WA,
6675,NY,22,2,8,88,PE, ,D Anjou,1,,T,FR,NC,10,,,WA
6676,NY,22,2,8,128,PE, ,Danjou,1,,D,FR,NC,13,,,WA
6677,NY,22,2,8,201,PE, ,Bosc,1,,D,FR,NC,13,,,WA
6678,NY,22,2,8,258,PE, ,Bartlett,1,,D,FR,NC,10,,,OR
6679,NY,22,2,8,272,PE, ,Red Danjou,1,,D,FR,NC,12,WA,WA,WA
6680,NY,22,2,8,297,PE, ,Anjou,1,,T,FR,NC,13,,,OR
6681,NY,22,2,8,302,PE, ,Danjou,1,,L,FR,NC,9,,,WA
6682,NY,22,3,8,6,PE, ,Bosc,1,,D,FR,NC,13,,,WA
6683,NY,22,3,8,68,PE, ,Bartlett,1,,T,FR,NC,11,,,OR
6684,NY,22,3,8,127,PE, ,Danjou,1,,D,FR,NC,12,,,WA
6685,NY,22,3,8,138,PE, ,Danjou,1,,D,FR,NC,15,,WA,WA
6686,NY,22,3,8,142,PE, ,Bosc,1,,T,FR,NC,12,,,NY
6687,NY,22,3,8,254,PE, ,Danjou,1,,D,FR,NC,15,,OR,WA
6688,NY,22,3,8,294,PE, ,Danjou,1,,H,FR,NC,11,,,WA
6689,NY,22,3,8,299,PE, ,Bosc,1,,H,FR,NC,14,,,OR
6690,NY,22,3,8,304,PE, ,Bartlett,1,,L,FR,NC,12,,,OR
6691,NY,22,4,5,6,PE, ,Bartlett,2,150,D,FR,NC,13,,,NY
6692,NY,22,4,5,15,PE, ,Danjou,1,,D,FR,NC,8,,,WA
6693,NY,22,4,5,36,PE, ,Danjou,1,,H,FR,NC,12,WA,WA,
6694,NY,22,4,5,76,PE, ,Summer Bartlett,2,275,T,FR,NC,16,,,
6695,NY,22,4,5,88,PE, ,Bosc,1,,T,FR,NC,11,,,WA
6696,NY,22,4,5,113,PE, ,Danjou,1,,T,FR,NC,10,,WA,
6697,NY,22,4,5,128,PE, ,Bartlett,2,150,D,FR,NC,18,,,
6698,NY,22,4,5,259,PE,P,Williams,2,150,R,FR,NC,10,,,
6699,NY,22,4,5,276,PE, ,Danjou,1,,T,FR,NC,14,,,WA
6700,NY,22,5,3,6,PE, ,Bartlett,2,150,D,FR,NC,10,,,
6701,NY,22,5,3,15,PE, ,Bartlett,2,150,D,FR,NC,8,,,
6702,NY,22,5,3,88,PE, ,Bartlett,2,150,T,FR,NC,11,,,
6703,NY,22,5,3,113,PE, ,Bosc,2,275,T,FR,NC,12,,,
6704,NY,22,5,3,128,PE, ,Danjou,1,,D,FR,NC,15,,OR,WA
6705,NY,22,5,3,138,PE, ,Danjou,2,275,D,FR,NC,14,,,
6706,NY,22,5,3,268,PE, ,Danjou,1,,D,FR,NC,16,,,WA
6707,NY,22,5,3,294,PE, ,Danjou,1,,D,FR,NC,10,,,WA
6708,NY,22,5,3,302,PE, ,Bosc,1,,L,FR,NC,11,,,WA
6709,NY,22,6,7,15,PE, ,Danjou,2,150,D,FR,NC,12,,,
6710,NY,22,6,7,68,PE, ,Bosc,2,150,T,FR,NC,12,,,
6711,NY,22,6,7,71,PE, ,Danjou,2,150,T,FR,NC,13,,,
6712,NY,22,6,7,128,PE, ,Danjou,1,,D,FR,NC,15,,OR,WA
6713,NY,22,6,7,254,PE,P,Bartlett,2,275,R,FR,NC,12,,,FL
6714,NY,22,6,7,258,PE, ,Bartlett,2,150,D,FR,NC,10,,,
6715,NY,22,6,7,273,PE, ,Bosc,1,,T,FR,NC,11,,WA,
6716,NY,22,6,7,280,PE, ,Danjou,1,,D,FR,NC,13,,,WA
6717,NY,22,6,7,303,PE, ,Danjou,1,,L,FR,NC,13,,,OR
6718,NY,22,7,5,6,PE, ,Bosc,2,150,D,FR,NC,9,,,
6719,NY,22,7,5,15,PE, ,Bartlett,2,150,D,FR,NC,9,,,
6720,NY,22,7,5,31,PE, ,Danjou,1,,D,FR,NC,11,,,WA
6721,NY,22,7,5,128,PE, ,Danjou,1,,D,FR,NC,16,,WA,WA
6722,NY,22,7,5,135,PE,P,Danjou,1,,R,FR,NC,11,,,WA
6723,NY,22,7,5,142,PE, ,Bartlett,2,150,T,FR,NC,10,,,
6724,NY,22,7,5,258,PE, ,Williams,2,150,D,FR,NC,9,,,
6725,NY,22,7,5,274,PE, ,Bartlett,2,150,T,FR,NC,11,,,
6726,NY,22,7,5,304,PE,P,Autumn Bartlett,2,150,R,FR,PO,13,,,NC
6727,NY,22,8,2,6,PE, ,Bartlett,1,,D,FR,NC,9,,,CA
6728,NY,22,8,2,15,PE, ,Stark Crimson,1,,D,FR,NC,10,,,CA
6729,NY,22,8,2,31,PE, ,Bartlett,1,,D,FR,NC,12,,,CA
6730,NY,22,8,2,36,PE, ,Danjou,1,,D,FR,NC,12,,WA,WA
6731,NY,22,8,2,71,PE, ,Danjou,2,150,T,FR,NC,8,,,FL
6732,NY,22,8,2,113,PE, ,Bartlett,1,,T,FR,NC,11,,,CA
6733,NY,22,8,2,258,PE, ,Williams,2,150,D,FR,NC,8,,,
6734,NY,22,8,2,302,PE, ,Danjou,1,,L,FR,NC,10,,,OR
6735,NY,22,8,2,305,PE, ,Autumn Bartlett,2,150,D,FR,NC,12,,,
6736,NY,22,9,6,6,PE, ,Bartlett,1,,D,FR,NC,10,,,CA
6737,NY,22,9,6,15,PE, ,Bosc,1,,D,FR,NC,10,,,CA
6738,NY,22,9,6,68,PE, ,Bartlett,1,,T,FR,NC,10,,CA,
6739,NY,22,9,6,138,PE, ,Unknown,1,,D,FR,NC,13,,,NY
6740,NY,22,9,6,258,PE, ,Bartlett,1,,D,FR,NC,9,,,CA
6741,NY,22,9,6,265,PE, ,Bartlett,1,,D,FR,NC,10,,WA,
6742,NY,22,9,6,268,PE, ,Bartlett,1,,D,FR,NC,17,,CA,
6743,NY,22,9,6,286,PE, ,Bartlett,1,,D,FR,NC,11,,,
6744,NY,22,9,6,303,PE,P,Bartlett,1,,R,FR,NC,11,,,CA
6745,NY,22,10,4,31,PE, ,Bartlett,1,,D,FR,NC,12,,CA,
