PesticideCode,CommCode,EPA_TV,conc_units
AJF,GR,0.01,M
AJF,HZ,0.01,M
AJF,IH,0.01,M
AJF,PC,0.01,M
AJF,PE,0.01,M
AJF,SS,NT,M
AJF,WM,NT,M
AJG,BB,NT,M
AJG,BZ,NT,M
AJG,GB,NT,M
AJG,IH,NT,M
AJG,IS,NT,M
AJG,PB,NT,M
AJG,PU,NT,M
AJG,SS,NT,M
AJG,WM,NT,M
AJH,GB,NT,M
AJH,IH,NT,M
AJH,PB,NT,M
AJH,SS,NT,M
AJJ,CR,NT,M
AJJ,GB,NT,M
AJJ,IG,NT,M
AJJ,IH,NT,M
AJJ,PB,NT,M
AJJ,PO,NT,M
AJJ,SS,NT,M
AJJ,TO,0.01,M
AJK,GB,NT,M
AJK,IG,NT,M
AJK,IH,NT,M
AJK,PB,NT,M
AJK,SS,0.02,M
AJM,CR,1.0,M
AJM,PO,1.0,M
AJM,TO,1.0,M
AJN,CR,1.0,M
AJN,PO,1.0,M
AJN,TO,1.0,M
AJO,CR,1.0,M
AJO,PO,1.0,M
AJO,TO,1.0,M
AJP,BB,0.01,M
AJP,BZ,0.01,M
AJP,GB,NT,M
AJP,GR,0.01,M
AJP,IG,NT,M
AJP,IH,0.01,M
AJP,IP,0.01,M
AJP,IS,NT,M
AJP,MU,NT,M
AJP,PB,NT,M
AJP,PE,0.01,M
AJP,PU,0.01,M
AJP,SS,NT,M
AJP,TO,NT,M
AJP,WM,NT,M
AJU,GB,NT,M
AJU,IG,NT,M
AJU,IH,NT,M
AJU,PB,NT,M
AJU,SS,NT,M
AJV,CR,NT,M
AJV,PO,NT,M
AJV,TO,NT,M
AJW,CR,NT,M
AJW,GB,NT,M
AJW,GR,5,M
AJW,IG,NT,M
AJW,IH,0.04,M
AJW,PB,NT,M
AJW,PE,0.04,M
AJW,SS,NT,M
AJW,TO,0.60,M
AJW,WM,1,M
AJX,CE,NT,M
AJX,CR,NT,M
AJX,GB,NT,M
AJX,HZ,NT,M
AJX,IG,NT,M
AJX,IH,NT,M
AJX,PB,NT,M
AJX,PC,NT,M
AJX,PO,NT,M
AJX,SS,NT,M
AJX,TO,NT,M
AJY,BB,NT,M
AJY,BZ,NT,M
AJY,CE,NT,M
AJY,CR,NT,M
AJY,GB,NT,M
AJY,GR,1.0,M
AJY,HZ,NT,M
AJY,IG,NT,M
AJY,IH,NT,M
AJY,IS,NT,M
AJY,PB,NT,M
AJY,PC,NT,M
AJY,PE,NT,M
AJY,PO,NT,M
AJY,PU,NT,M
AJY,SS,NT,M
AJY,TO,1.2,M
AJY,WM,NT,M
AJZ,CE,NT,M
AJZ,CR,NT,M
AJZ,GB,NT,M
AJZ,HZ,NT,M
AJZ,IG,NT,M
AJZ,IH,NT,M
AJZ,PB,NT,M
AJZ,PC,NT,M
AJZ,PO,NT,M
AJZ,SS,NT,M
AJZ,TO,NT,M
AKA,CR,NT,M
AKA,GB,NT,M
AKA,GR,0.7,M
AKA,IG,NT,M
AKA,IH,NT,M
AKA,PB,NT,M
AKA,PE,NT,M
AKA,PO,NT,M
AKA,SS,NT,M
AKA,SY,0.05,M
AKA,TO,1.5,M
AKA,WM,0.30,M
AKC,BU,NT,M
AKC,CE,40.0,M
AKC,CR,NT,M
AKC,GB,NT,M
AKC,GR,4.0,M
AKC,HZ,NT,M
AKC,IG,NT,M
AKC,IH,NT,M
AKC,IP,NT,M
AKC,MU,NT,M
AKC,PB,NT,M
AKC,PC,NT,M
AKC,PE,NT,M
AKC,PO,0.05,M
AKC,SS,3.0,M
AKC,TO,1.5,M
AKC,WM,3.0,M
AKD,BU,0.02,M
AKD,CE,30,M
AKD,CO,0.01,M
AKD,CR,3.0,M
AKD,GB,4.0,M
AKD,GR,NT,M
AKD,HZ,4,M
AKD,IG,4.0,M
AKD,IH,4,M
AKD,IP,0.50,M
AKD,MU,NT,M
AKD,PB,0.04,M
AKD,PC,4,M
AKD,PE,0.50,M
AKD,PO,0.06,M
AKD,SS,0.60,M
AKD,SY,0.40,M
AKD,TO,3.0,M
AKD,WM,0.60,M
AKG,BB,7.0,M
AKG,BU,0.15,M
AKG,BZ,7.0,M
AKG,CE,20,M
AKG,CO,0.02,M
AKG,CR,0.30,M
AKG,GB,4.0,M
AKG,GR,2.0,M
AKG,HZ,1.0,M
AKG,IG,4.0,M
AKG,IH,1.0,M
AKG,IP,0.80,M
AKG,IS,0.10,M
AKG,MU,NT,M
AKG,PB,0.20,M
AKG,PC,1.0,M
AKG,PE,0.80,M
AKG,PO,0.10,M
AKG,PU,0.50,M
AKG,SS,0.60,M
AKG,SY,0.30,M
AKG,TO,1.0,M
AKG,WM,1.0,M
AKL,CR,NT,M
AKL,GB,NT,M
AKL,IG,NT,M
AKL,IH,NT,M
AKL,PB,NT,M
AKL,PO,NT,M
AKL,SS,NT,M
AKL,TO,NT,M
AKN,CR,NT,M
AKN,PO,NT,M
AKN,TO,NT,M
AKO,CR,NT,M
AKO,PO,NT,M
AKO,TO,NT,M
AKP,CR,NT,M
AKP,GB,NT,M
AKP,IG,NT,M
AKP,IH,NT,M
AKP,PB,NT,M
AKP,PO,NT,M
AKP,SS,NT,M
AKP,TO,NT,M
AKQ,CR,NT,M
AKQ,PO,NT,M
AKQ,TO,NT,M
AKR,CR,NT,M
AKR,PO,NT,M
AKR,TO,NT,M
AKS,CR,NT,M
AKU,CE,NT,M
AKU,CR,NT,M
AKU,GB,NT,M
AKU,GR,0.15,M
AKU,HZ,NT,M
AKU,IG,NT,M
AKU,IH,NT,M
AKU,IP,0.06,M
AKU,MU,NT,M
AKU,PB,NT,M
AKU,PC,NT,M
AKU,PE,0.06,M
AKU,PO,NT,M
AKU,SS,0.10,M
AKU,TO,0.20,M
AKU,WM,0.10,M
AKW,BU,0.15,M
AKW,CO,0.01,M
AKW,CR,0.90,M
AKW,GB,2.0,M
AKW,GR,2.0,M
AKW,IG,2.0,M
AKW,IH,3.0,M
AKW,IP,0.8,M
AKW,MU,NT,M
AKW,PB,0.01,M
AKW,PE,0.8,M
AKW,PO,0.02,M
AKW,SS,0.50,M
AKW,SY,0.15,M
AKW,TO,0.7,M
AKW,WM,0.50,M
AKX,GB,NT,M
AKX,IG,NT,M
AKX,IH,NT,M
AKX,PB,0.01,M
AKX,PO,NT,M
AKX,SS,NT,M
AKX,TO,0.50,M
AKX,WM,0.30,M
AKZ,GB,0.01,M
AKZ,IG,0.01,M
AKZ,IH,NT,M
AKZ,PB,NT,M
AKZ,PO,0.01,M
AKZ,SS,NT,M
AKZ,SY,0.01,M
AKZ,TO,NT,M
AKZ,WM,NT,M
ALA,BU,0.01,M
ALA,CO,0.04,M
ALA,CR,0.50,M
ALA,GB,2.0,M
ALA,IG,2.0,M
ALA,IH,NT,M
ALA,IP,NT,M
ALA,MU,NT,M
ALA,PB,0.05,M
ALA,PO,0.03,M
ALA,SS,0.30,M
ALA,SY,0.05,M
ALA,TO,0.70,M
ALA,WM,0.30,M
ALB,CR,NT,M
ALB,GB,0.01,M
ALB,IG,0.01,M
ALB,IH,NT,M
ALB,PB,0.01,M
ALB,PO,0.02,M
ALB,SS,NT,M
ALB,SY,0.01,M
ALB,TO,NT,M
ALC,GB,NT,M
ALC,IG,NT,M
ALC,IH,NT,M
ALC,PB,NT,M
ALC,SS,NT,M
ALE,GB,NT,M
ALE,IG,NT,M
ALE,IH,NT,M
ALE,PB,NT,M
ALE,SS,NT,M
ALH,CR,0.3,M
ALH,PO,0.05,M
ALH,TO,0.05,M
ALK,GB,NT,M
ALK,IG,NT,M
ALK,IH,NT,M
ALK,PB,NT,M
ALK,SS,NT,M
ALP,GB,NT,M
ALP,IH,NT,M
ALP,PB,NT,M
ALP,SS,NT,M
ALP,SY,0.02,M
ALR,GB,NT,M
ALR,IG,NT,M
ALR,IH,NT,M
ALR,PB,NT,M
ALR,SS,NT,M
ALS,BU,0.3,M
ALS,CO,0.015,M
ALS,CR,0.05,M
ALS,GB,4.0,M
ALS,GR,2.0,M
ALS,IG,4.0,M
ALS,IH,3,M
ALS,IP,0.50,M
ALS,MU,NT,M
ALS,PB,NT,M
ALS,PE,0.50,M
ALS,PO,0.05,M
ALS,SS,0.40,M
ALS,SY,0.20,M
ALS,TO,0.70,M
ALS,WM,0.40,M
ALT,CR,NT,M
ALT,GB,NT,M
ALT,IG,NT,M
ALT,IH,NT,M
ALT,PB,NT,M
ALT,PO,NT,M
ALT,SS,NT,M
ALT,TO,NT,M
ALT,WM,NT,M
ALU,GB,NT,M
ALU,IG,NT,M
ALU,IH,NT,M
ALU,PB,0.020,M
ALU,SS,NT,M
ALV,GB,0.80,M
ALV,IH,NT,M
ALV,PB,NT,M
ALV,SS,0.10,M
ALX,IH,NT,M
ALX,SS,0.025,M
AMB,BU,0.20,M
AMB,CO,0.01,M
AMB,CR,0.40,M
AMB,GB,2.0,M
AMB,GR,NT,M
AMB,IG,2.0,M
AMB,IH,1.5,M
AMB,IP,1.5,M
AMB,MU,NT,M
AMB,PB,0.01,M
AMB,PE,1.5,M
AMB,PO,0.15,M
AMB,SS,0.70,M
AMB,TO,2.0,M
AMB,WM,0.70,M
AMC,CR,NT,M
AMC,GB,NT,M
AMC,GR,0.60,M
AMC,IH,0.4,M
AMC,IP,0.30,M
AMC,MU,NT,M
AMC,PB,NT,M
AMC,PE,0.30,M
AMC,PO,NT,M
AMC,SS,NT,M
AMC,TO,0.7,M
AMD,GB,NT,M
AMD,IH,NT,M
AMD,PB,NT,M
AMD,SS,NT,M
AMD,TO,NT,M
AMD,WM,NT,M
AME,GB,NT,M
AME,IG,NT,M
AME,IH,NT,M
AME,PB,NT,M
AME,SS,NT,M
AMF,GB,NT,M
AMF,PB,NT,M
AMF,SS,NT,M
AMG,GB,NT,M
AMG,GR,3,M
AMG,IG,NT,M
AMG,IH,NT,M
AMG,PB,NT,M
AMG,PE,NT,M
AMG,SS,NT,M
AMG,WM,NT,M
AMK,CR,NT,M
AMK,GB,NT,M
AMK,IH,NT,M
AMK,PB,NT,M
AMK,PO,0.02,M
AMK,SS,NT,M
AMK,TO,0.02,M
AMM,GB,NT,M
AMM,GR,0.50,M
AMM,IG,NT,M
AMM,IH,NT,M
AMM,PB,NT,M
AMM,PE,NT,M
AMM,SS,NT,M
AMN,GR,0.40,M
AMN,IG,NT,M
AMN,IH,NT,M
AMN,PE,NT,M
AMN,TO,0.50,M
AMO,CR,NT,M
AMO,GB,NT,M
AMO,IG,NT,M
AMO,IH,NT,M
AMO,PB,0.30,M
AMO,SS,NT,M
AMO,SY,0.06,M
AMO,TO,NT,M
AMP,IH,NT,M
AMP,SS,NT,M
AMP,WM,NT,M
AMR,CE,NT,M
AMR,HZ,NT,M
AMR,PC,NT,M
AMS,CE,NT,M
AMS,GB,NT,M
AMS,GR,0.01,M
AMS,HZ,0.01,M
AMS,IH,0.01,M
AMS,PB,NT,M
AMS,PC,0.01,M
AMS,PE,0.01,M
AMS,SS,NT,M
AMV,CO,0.04,M
AMV,IH,0.30,M
AMV,SS,0.30,M
AMV,WM,0.30,M
AMW,IH,0.30,M
AMW,SS,0.30,M
AMW,WM,0.30,M
AMX,GB,NT,M
AMX,IG,NT,M
AMX,IH,NT,M
AMX,PB,NT,M
AMX,SS,NT,M
AMY,GB,NT,M
AMY,IG,NT,M
AMY,IH,NT,M
AMY,PB,NT,M
AMY,SS,NT,M
AMZ,GB,NT,M
AMZ,IG,NT,M
AMZ,IH,NT,M
AMZ,PB,NT,M
AMZ,SS,NT,M
ANA,GB,NT,M
ANA,IG,NT,M
ANA,IH,NT,M
ANA,PB,NT,M
ANA,SS,NT,M
ANC,CR,NT,M
ANC,GB,NT,M
ANC,GR,2.0,M
ANC,IG,NT,M
ANC,IH,2.0,M
ANC,PB,NT,M
ANC,PE,1.0,M
ANC,PO,0.01,M
ANC,SS,0.70,M
ANC,TO,1.5,M
ANC,WM,0.70,M
AND,CE,NT,M
AND,GB,NT,M
AND,HZ,NT,M
AND,IG,NT,M
AND,IH,NT,M
AND,PB,NT,M
AND,PC,NT,M
AND,SS,1.5,M
ANE,BU,0.15,M
ANE,CO,0.05,M
ANE,CR,0.90,M
ANE,GB,3.0,M
ANE,GR,3.0,M
ANE,IG,3.0,M
ANE,IH,1.5,M
ANE,IP,0.70,M
ANE,MU,NT,M
ANE,PB,0.04,M
ANE,PE,0.70,M
ANE,PO,0.05,M
ANE,SS,0.40,M
ANE,SY,1.5,M
ANE,TO,1.5,M
ANE,WM,0.40,M
ANF,BU,NT,M
ANF,CE,NT,M
ANF,CR,NT,M
ANF,GB,NT,M
ANF,GR,4.5,M
ANF,HZ,0.70,M
ANF,IG,NT,M
ANF,IH,0.70,M
ANF,IP,1.5,M
ANF,MU,0.50,M
ANF,PB,NT,M
ANF,PC,0.70,M
ANF,PE,1.5,M
ANF,PO,NT,M
ANF,SS,0.50,M
ANF,TO,0.90,M
ANF,WM,0.50,M
ANG,GB,NT,M
ANG,IH,NT,M
ANG,PB,NT,M
ANG,SS,NT,M
ANH,GB,0.6,M
ANH,GR,3.0,M
ANH,IG,0.6,M
ANH,IH,3.0,M
ANH,IP,0.60,M
ANH,MU,NT,M
ANH,PB,NT,M
ANH,PE,0.60,M
ANH,SS,NT,M
ANH,TO,NT,M
ANH,WM,NT,M
ANJ,CE,NT,M
ANJ,HZ,NT,M
ANJ,PC,NT,M
ANK,CR,4,M
ANK,GR,0.8,M
ANK,IG,NT,M
ANK,IH,0.15,M
ANK,PE,0.4,M
ANK,PO,0.8,M
ANK,SS,0.7,M
ANK,TO,0.7,M
ANK,WM,0.7,M
ANO,IG,NT,M
ANO,IH,NT,M
ANQ,PO,NT,M
ANQ,TO,0.20,M
ANR,GB,NT,M
ANR,IH,NT,M
ANR,PB,NT,M
ANR,SS,NT,M
AOD,GB,NT,M
AOD,IH,NT,M
AOD,PB,NT,M
AOD,SS,NT,M
AOE,GB,NT,M
AOE,IG,NT,M
AOE,IH,NT,M
AOE,PB,NT,M
AOE,SS,NT,M
AOF,GB,NT,M
AOF,IH,NT,M
AOF,PB,NT,M
AOF,SS,NT,M
AOH,GB,0.25,M
AOH,IH,NT,M
AOH,PB,NT,M
AOH,SS,0.30,M
AOK,GB,4.0,M
AOK,IG,4.0,M
AOK,IH,3.0,M
AOK,PB,0.45,M
AOK,SS,0.5,M
AOL,SY,0.2,M
B07,CR,NT,M
B07,GR,NT,M
B07,PE,NT,M
B07,PO,NT,M
B07,TO,0.24,M
B09,GB,NT,M
B09,IG,NT,M
B09,IH,NT,M
B09,PB,NT,M
B09,PO,NT,M
B09,SS,NT,M
B09,TO,0.02,M
B10,BB,6,M
B10,BU,0.05,M
B10,BZ,6,M
B10,CE,NT,M
B10,CO,0.02,M
B10,CR,NT,M
B10,GB,0.3,M
B10,GR,1,M
B10,HZ,1.0,M
B10,IG,0.3,M
B10,IH,1.0,M
B10,IP,0.4,M
B10,IS,NT,M
B10,MU,NT,M
B10,PB,NT,M
B10,PC,1.0,M
B10,PE,0.4,M
B10,PO,0.02,M
B10,PU,1.0,M
B10,SS,NT,M
B10,SY,NT,M
B10,TO,0.50,M
B10,WM,NT,M
B12,BB,NT,M
B12,BZ,NT,M
B12,GB,NT,M
B12,IG,NT,M
B12,IH,NT,M
B12,IS,NT,M
B12,PB,NT,M
B12,PU,NT,M
B12,SS,NT,M
B12,WM,NT,M
B13,BB,0.01,M
B13,BU,0.01,M
B13,BZ,0.01,M
B13,CE,0.01,M
B13,CO,NT,M
B13,CR,0.01,M
B13,GB,0.01,M
B13,GR,0.01,M
B13,HZ,0.01,M
B13,IG,0.01,M
B13,IH,0.01,M
B13,IP,0.01,M
B13,IS,0.01,M
B13,MU,0.01,M
B13,PB,0.01,M
B13,PC,0.01,M
B13,PE,0.01,M
B13,PO,0.01,M
B13,PU,0.01,M
B13,SS,0.01,M
B13,SY,NT,M
B13,TO,2,M
B13,WM,0.01,M
B14,GR,0.01,M
B14,PE,NT,M
B15,CO,0.02,M
B15,SY,0.05,M
B16,BB,8.0,M
B16,BU,0.05,M
B16,BZ,8.0,M
B16,CE,NT,M
B16,CR,NT,M
B16,GB,NT,M
B16,GR,5.0,M
B16,HZ,10,M
B16,IG,NT,M
B16,IH,10,M
B16,IP,15,M
B16,IS,0.05,M
B16,MU,NT,M
B16,PB,NT,M
B16,PC,10,M
B16,PE,15,M
B16,PO,0.05,M
B16,PU,10,M
B16,SS,NT,M
B16,TO,0.50,M
B16,WM,NT,M
B20,GB,NT,M
B20,IG,NT,M
B20,IH,NT,M
B20,PB,NT,M
B20,SS,NT,M
B21,BB,0.10,M
B21,BU,0.05,M
B21,BZ,0.10,M
B21,CE,0.10,M
B21,CO,0.10,M
B21,CR,0.10,M
B21,GB,0.10,M
B21,GR,0.10,M
B21,HZ,0.10,M
B21,IG,0.10,M
B21,IH,0.10,M
B21,IP,0.10,M
B21,IS,0.10,M
B21,MU,NT,M
B21,PB,0.10,M
B21,PC,0.10,M
B21,PE,0.10,M
B21,PO,0.10,M
B21,PU,0.10,M
B21,SS,0.10,M
B21,SY,0.10,M
B21,TO,0.10,M
B21,WM,0.10,M
B22,BB,5.0,M
B22,BU,NT,M
B22,BZ,5.0,M
B22,CE,30,M
B22,CR,0.75,M
B22,GB,0.6,M
B22,GR,3.0,M
B22,HZ,2.0,M
B22,IG,0.6,M
B22,IH,2.0,M
B22,IP,1.7,M
B22,IS,0.01,M
B22,MU,NT,M
B22,PB,NT,M
B22,PC,2.0,M
B22,PE,1.7,M
B22,PO,0.01,M
B22,PU,2.0,M
B22,SS,0.70,M
B22,TO,1.5,M
B22,WM,0.70,M
B23,BB,3.0,M
B23,BU,0.01,M
B23,BZ,3.0,M
B23,CE,15,M
B23,CO,0.02,M
B23,CR,7,M
B23,GB,0.4,M
B23,GR,2.0,M
B23,HZ,5.0,M
B23,IG,0.4,M
B23,IH,5.0,M
B23,IP,5.0,M
B23,IS,6,M
B23,MU,NT,M
B23,PB,0.01,M
B23,PC,5.0,M
B23,PE,5.0,M
B23,PO,6,M
B23,PU,5.0,M
B23,SS,0.45,M
B23,SY,0.01,M
B23,TO,5.0,M
B23,WM,0.45,M
B24,BB,1.0,M
B24,BU,0.10,M
B24,BZ,1.0,M
B24,CE,3.0,M
B24,CO,1.1,M
B24,CR,0.15,M
B24,GB,0.20,M
B24,GR,2.5,M
B24,HZ,1.0,M
B24,IG,0.20,M
B24,IH,1.0,M
B24,IP,0.20,M
B24,IS,0.15,M
B24,MU,0.10,M
B24,PB,0.20,M
B24,PC,1.0,M
B24,PE,0.20,M
B24,PO,0.15,M
B24,PU,1.0,M
B24,SS,0.10,M
B24,SY,0.20,M
B24,TO,0.80,M
B24,WM,0.10,M
B26,BB,NT,M
B26,BU,NT,M
B26,BZ,NT,M
B26,CE,NT,M
B26,CO,0.06,M
B26,CR,NT,M
B26,GB,NT,M
B26,GR,NT,M
B26,HZ,NT,M
B26,IG,NT,M
B26,IH,NT,M
B26,IP,NT,M
B26,IS,NT,M
B26,MU,NT,M
B26,PB,NT,M
B26,PC,NT,M
B26,PE,NT,M
B26,PO,NT,M
B26,PU,NT,M
B26,SS,NT,M
B26,SY,NT,M
B26,TO,NT,M
B26,WM,NT,M
B28,CR,10.0,M
B28,GB,0.02,M
B28,IG,0.02,M
B28,IH,NT,M
B28,PB,NT,M
B28,SS,0.02,M
B28,SY,0.02,M
B30,CE,NT,M
B30,CO,0.05,M
B30,CR,NT,M
B30,GB,NT,M
B30,HZ,NT,M
B30,IG,NT,M
B30,IH,NT,M
B30,PB,NT,M
B30,PC,NT,M
B30,PO,NT,M
B30,SS,NT,M
B30,SY,0.1,M
B30,TO,NT,M
B30,WM,NT,M
B32,CE,NT,M
B32,CR,NT,M
B32,GB,NT,M
B32,GR,0.03,M
B32,HZ,NT,M
B32,IG,NT,M
B32,IH,NT,M
B32,PB,NT,M
B32,PC,NT,M
B32,PE,0.01,M
B32,PO,NT,M
B32,SS,NT,M
B32,TO,NT,M
B32,WM,NT,M
B38,GB,NT,M
B38,IG,NT,M
B38,IH,NT,M
B38,PB,NT,M
B38,SS,NT,M
B39,GB,NT,M
B39,IG,NT,M
B39,IH,NT,M
B39,PB,NT,M
B39,SS,NT,M
B41,BB,5,M
B41,BZ,5,M
B41,CE,NT,M
B41,CR,NT,M
B41,GB,NT,M
B41,GR,4,M
B41,HZ,10,M
B41,IG,NT,M
B41,IH,10,M
B41,IS,NT,M
B41,PB,NT,M
B41,PC,10,M
B41,PE,10,M
B41,PO,NT,M
B41,PU,1.5,M
B41,SS,NT,M
B41,TO,2,M
B41,WM,NT,M
B42,BB,NT,M
B42,BU,NT,M
B42,BZ,NT,M
B42,CR,NT,M
B42,GB,NT,M
B42,GR,1.0,M
B42,IG,NT,M
B42,IH,NT,M
B42,IP,0.5,M
B42,IS,NT,M
B42,MU,NT,M
B42,PB,NT,M
B42,PE,0.5,M
B42,PO,NT,M
B42,PU,NT,M
B42,SS,0.40,M
B42,TO,NT,M
B42,WM,0.40,M
B43,BB,0.30,M
B43,BU,0.02,M
B43,BZ,0.30,M
B43,CE,4.0,M
B43,CO,0.02,M
B43,CR,0.05,M
B43,GB,0.02,M
B43,GR,0.20,M
B43,HZ,0.5,M
B43,IG,0.02,M
B43,IH,0.5,M
B43,IP,0.2,M
B43,IS,0.02,M
B43,MU,0.02,M
B43,PB,0.05,M
B43,PC,0.5,M
B43,PE,0.2,M
B43,PO,0.25,M
B43,PU,0.5,M
B43,SS,0.2,M
B43,SY,0.02,M
B43,TO,0.25,M
B43,WM,0.2,M
B44,CE,NT,M
B44,CR,NT,M
B44,GB,NT,M
B44,GR,5.0,M
B44,HZ,NT,M
B44,IG,NT,M
B44,IH,NT,M
B44,PB,NT,M
B44,PC,NT,M
B44,PE,NT,M
B44,PO,0.06,M
B44,SS,1.0,M
B44,TO,2.0,M
B44,WM,1.0,M
B45,GB,NT,M
B45,GR,3.0,M
B45,IG,NT,M
B45,IH,NT,M
B45,PB,NT,M
B45,PE,NT,M
B45,SS,NT,M
B48,BB,10.0,M
B48,BU,0.006,M
B48,BZ,10.0,M
B48,CE,30.0,M
B48,CO,0.05,M
B48,CR,1.0,M
B48,GB,3.0,M
B48,GR,2.0,M
B48,HZ,2.0,M
B48,IG,3.0,M
B48,IH,2.0,M
B48,IP,NT,M
B48,IS,8.0,M
B48,MU,NT,M
B48,PB,0.2,M
B48,PC,2.0,M
B48,PE,NT,M
B48,PO,8.0,M
B48,PU,2.0,M
B48,SS,0.3,M
B48,SY,0.5,M
B48,TO,0.2,M
B48,WM,0.3,M
B51,BB,0.15,M
B51,BU,NT,M
B51,BZ,0.15,M
B51,CE,0.25,M
B51,CR,NT,M
B51,GR,NT,M
B51,HZ,NT,M
B51,IH,NT,M
B51,IP,0.05,M
B51,IS,NT,M
B51,MU,NT,M
B51,PC,NT,M
B51,PE,0.05,M
B51,PO,NT,M
B51,PU,NT,M
B51,SS,2.0,M
B51,TO,1.0,M
B51,WM,2.0,M
B52,BB,2.5,M
B52,BU,0.01,M
B52,BZ,2.5,M
B52,CE,35,M
B52,CR,NT,M
B52,GB,0.02,M
B52,GR,2.5,M
B52,HZ,9.0,M
B52,IG,0.02,M
B52,IH,9.0,M
B52,IP,6.0,M
B52,IS,NT,M
B52,MU,NT,M
B52,PB,NT,M
B52,PC,9.0,M
B52,PE,6.0,M
B52,PO,NT,M
B52,PU,2,M
B52,SS,0.50,M
B52,TO,2.0,M
B52,WM,0.50,M
B53,GB,NT,M
B53,IG,NT,M
B53,IH,NT,M
B53,PB,NT,M
B53,SS,NT,M
B54,CR,0.70,M
B54,PO,0.02,M
B54,SY,0.01,M
B54,TO,1.5,M
B56,BB,2.5,M
B56,BZ,2.5,M
B56,CE,NT,M
B56,CR,NT,M
B56,GB,NT,M
B56,GR,2.0,M
B56,HZ,3.0,M
B56,IG,NT,M
B56,IH,3.0,M
B56,IS,NT,M
B56,PB,NT,M
B56,PC,3.0,M
B56,PE,0.75,M
B56,PO,NT,M
B56,PU,3.0,M
B56,SS,NT,M
B56,TO,0.15,M
B56,WM,NT,M
B57,BB,1.0,M
B57,BU,NT,M
B57,BZ,1.0,M
B57,CE,NT,M
B57,CR,NT,M
B57,GB,NT,M
B57,GR,2.0,M
B57,HZ,0.70,M
B57,IG,NT,M
B57,IH,0.70,M
B57,IP,NT,M
B57,IS,NT,M
B57,MU,NT,M
B57,PB,NT,M
B57,PC,0.70,M
B57,PE,NT,M
B57,PO,NT,M
B57,PU,0.70,M
B57,SS,NT,M
B57,TO,1.7,M
B57,WM,0.08,M
B58,BB,4.0,M
B58,BU,0.02,M
B58,BZ,4.0,M
B58,CE,NT,M
B58,CR,0.6,M
B58,GB,NT,M
B58,GR,3.0,M
B58,HZ,2.5,M
B58,IG,NT,M
B58,IH,2.5,M
B58,IP,5.0,M
B58,IS,4.0,M
B58,MU,NT,M
B58,PB,NT,M
B58,PC,2.5,M
B58,PE,5.0,M
B58,PO,4.0,M
B58,PU,2.5,M
B58,SS,0.70,M
B58,SY,0.15,M
B58,TO,0.60,M
B58,WM,0.70,M
B61,BB,4.0,M
B61,BU,0.1,M
B61,BZ,4.0,M
B61,CE,29,M
B61,CO,0.1,M
B61,CR,0.4,M
B61,GB,0.5,M
B61,GR,2.0,M
B61,HZ,2.5,M
B61,IG,0.5,M
B61,IH,2.5,M
B61,IP,1.5,M
B61,IS,0.04,M
B61,MU,NT,M
B61,PB,0.05,M
B61,PC,2.5,M
B61,PE,1.5,M
B61,PO,0.04,M
B61,PU,2.5,M
B61,SS,0.5,M
B61,SY,0.04,M
B61,TO,1.4,M
B61,WM,0.5,M
B62,GB,NT,M
B62,IG,NT,M
B62,IH,NT,M
B62,PB,NT,M
B62,SS,NT,M
B63,BB,NT,M
B63,BZ,NT,M
B63,CR,NT,M
B63,GB,NT,M
B63,IG,NT,M
B63,IH,NT,M
B63,IS,NT,M
B63,PB,0.5,M
B63,PO,0.20,M
B63,PU,NT,M
B63,SS,NT,M
B63,SY,0.20,M
B63,TO,NT,M
B64,BB,NT,M
B64,BU,0.02,M
B64,BZ,NT,M
B64,CE,60,M
B64,CO,0.1,M
B64,CR,0.15,M
B64,GB,0.80,M
B64,GR,1.0,M
B64,HZ,NT,M
B64,IG,0.80,M
B64,IH,NT,M
B64,IP,NT,M
B64,IS,0.02,M
B64,MU,NT,M
B64,PB,NT,M
B64,PC,NT,M
B64,PE,NT,M
B64,PO,0.02,M
B64,PU,NT,M
B64,SS,0.15,M
B64,TO,1.0,M
B64,WM,0.15,M
B68,BB,NT,M
B68,BU,0.030,M
B68,BZ,NT,M
B68,CE,NT,M
B68,CR,NT,M
B68,GB,NT,M
B68,GR,NT,M
B68,HZ,0.5,M
B68,IG,NT,M
B68,IH,0.5,M
B68,IP,0.30,M
B68,IS,NT,M
B68,MU,NT,M
B68,PB,NT,M
B68,PC,0.5,M
B68,PE,0.30,M
B68,PO,NT,M
B68,PU,0.05,M
B68,SS,NT,M
B68,SY,NT,M
B68,TO,NT,M
B68,WM,NT,M
B70,GB,NT,M
B70,IG,NT,M
B70,IH,NT,M
B70,PB,NT,M
B70,SS,NT,M
B72,BB,0.25,M
B72,BU,0.75,M
B72,BZ,0.25,M
B72,CO,0.01,M
B72,CR,NT,M
B72,GB,NT,M
B72,GR,0.20,M
B72,IG,NT,M
B72,IH,NT,M
B72,IP,NT,M
B72,IS,NT,M
B72,MU,NT,M
B72,PB,0.03,M
B72,PE,NT,M
B72,PO,NT,M
B72,PU,NT,M
B72,SS,0.15,M
B72,SY,0.15,M
B72,TO,0.30,M
B72,WM,0.15,M
B73,BB,2,M
B73,BZ,2,M
B73,CR,NT,M
B73,GB,0.4,M
B73,GR,0.7,M
B73,IG,0.4,M
B73,IH,2,M
B73,IP,0.6,M
